carat,cut,color,clarity,depth,table,y_pred
1.23,1,5,7,62.1,61.0,5676.36
0.53,2,2,5,61.3,55.0,1753.239166666667
0.38,2,4,4,60.8,56.0,905.8266666666666
0.32,2,3,5,61.9,56.0,723.60025
0.41,2,2,3,62.2,54.0,1157.11
0.43,1,4,2,62.2,58.0,1206.66
0.31,2,3,5,61.6,56.0,680.4841111111111
0.51,5,5,4,55.5,64.0,1277.25
0.41,2,3,2,62.1,57.0,1345.7358333333332
1.2,3,6,4,62.8,54.5,6217.47
0.31,2,1,5,62.1,54.0,770.0154574314577
0.5,2,3,4,62.1,55.0,1722.42
1.51,3,6,6,63.1,56.0,8355.136666666667
0.51,4,4,3,63.7,54.0,1817.3941666666665
0.4,4,6,6,63.2,54.0,649.1306666666667
0.35,1,6,5,61.2,58.0,607.4966666666667
0.31,4,3,6,63.5,56.0,535.8776666666666
0.31,1,3,1,61.5,58.0,1098.7945277777778
0.4,1,1,7,63.0,59.0,783.0766666666667
1.5,5,3,7,65.4,58.0,7291.29
0.9,1,5,5,60.4,59.0,4167.21
0.57,3,2,7,61.2,57.0,1356.8083333333332
0.7,4,2,4,60.2,61.0,3091.9666666666662
0.52,3,3,2,61.7,56.0,2713.47
1.35,2,5,6,62.8,57.0,7014.505
0.4,2,3,5,61.0,62.0,908.2119999999999
0.55,2,4,4,60.9,55.0,1829.9073214285715
0.41,2,3,2,62.3,55.0,1258.3283333333334
0.3,4,1,7,60.8,65.0,528.555
0.71,2,1,6,60.9,57.0,3302.4
0.35,2,4,6,61.8,55.0,608.49
1.49,1,4,4,60.8,62.0,11155.326333333333
0.32,2,1,5,62.1,56.0,868.47
2.56,2,7,6,61.4,58.0,16839.83
1.02,4,7,7,63.4,56.0,3521.0166666666664
0.34,1,5,6,60.2,58.0,518.5
0.62,2,3,7,62.0,58.0,1480.13
1.2,1,5,7,59.8,58.0,5236.78
0.31,3,4,4,62.7,54.0,640.21
1.01,1,4,5,61.2,57.0,5627.444166666667
0.9,4,4,7,64.1,56.0,3233.6325
0.43,1,4,5,62.9,59.0,1029.6613333333332
0.51,1,2,6,61.8,58.0,1472.075
0.79,1,3,6,62.8,55.0,2800.17
0.81,3,4,4,62.6,55.0,3859.21
2.14,3,6,6,61.3,61.0,15762.07
0.57,2,2,6,61.8,57.0,1696.6498809523807
0.85,5,6,6,65.8,65.0,2542.138
1.12,2,3,5,61.9,55.0,7970.51
1.2,1,3,6,62.4,58.0,6485.42
0.9,5,1,7,66.9,57.0,3226.345
1.01,1,6,7,59.6,62.0,3253.15
0.34,2,5,6,61.3,57.0,541.2916666666667
1.0,5,3,6,66.4,57.0,4351.71
0.35,2,2,5,62.4,57.0,797.7425
2.28,1,7,5,62.4,58.0,16346.47
2.27,1,5,7,60.7,59.0,14634.33
0.5,2,2,7,62.5,57.0,1202.765
0.41,1,4,5,59.8,61.0,1054.34
1.06,3,6,7,62.8,56.0,4198.4
0.31,2,1,5,59.4,57.0,745.38
1.05,1,1,7,58.9,58.0,4805.05
0.4,1,5,4,62.7,59.0,822.18
0.52,1,4,5,61.0,60.0,1512.64
1.02,2,4,7,61.4,54.0,4517.46
1.18,1,5,7,61.6,57.0,4459.54
0.52,2,2,6,63.0,54.0,1415.11
0.4,4,4,6,63.1,56.0,675.85
0.3,3,6,6,62.2,57.0,403.2533333333333
1.08,3,4,5,62.3,58.0,6332.6883333333335
1.07,2,4,3,62.3,54.0,8516.039166666666
1.04,4,3,7,64.0,60.0,4031.18
0.4,1,2,4,60.3,58.0,1051.5194999999999
1.11,1,5,7,61.5,59.0,4647.874833333334
0.51,3,3,3,60.3,55.0,2044.612
0.5,1,3,5,62.8,61.0,1453.89
0.37,2,6,1,61.4,55.0,748.692
2.14,2,2,7,62.7,55.0,16733.98
0.37,2,2,3,61.6,55.0,940.317
0.25,2,3,2,60.9,57.0,644.4266666666666
0.72,2,2,4,61.1,57.0,3691.1295
1.52,1,5,7,62.0,58.0,7937.7733333333335
0.51,1,3,6,60.5,59.0,1391.5416666666665
0.74,3,2,6,60.0,57.0,2841.64
0.81,3,3,6,61.7,57.0,3294.44
0.56,3,3,6,63.2,56.0,1414.39
0.7,1,4,7,58.5,60.0,2004.37
1.01,4,2,6,63.3,58.0,4863.16180952381
0.73,1,3,6,61.2,60.0,2476.6966666666667
0.28,3,2,3,61.0,57.0,622.47
0.9,1,6,6,62.1,59.0,3339.695
0.72,2,2,4,61.9,55.0,3707.3276666666666
0.31,2,4,3,61.7,57.0,772.2485714285715
0.75,2,1,5,61.7,55.0,3597.205
1.11,3,5,6,63.2,58.0,4793.8926666666675
0.3,1,5,5,60.9,61.0,572.443
0.31,3,4,4,63.3,56.0,796.98
0.41,1,4,4,58.9,60.0,941.5866666666667
0.32,1,3,6,60.0,59.0,650.315
0.7,3,2,7,59.8,58.0,2346.07
1.68,4,2,8,64.3,60.0,6201.788333333334
1.05,3,5,4,63.3,57.0,5635.336666666667
1.71,4,6,5,58.0,60.0,10921.842666666666
0.46,3,3,2,62.3,56.0,1764.8258333333333
0.3,5,2,4,64.5,56.0,617.492
1.01,4,6,7,64.1,58.0,3468.231666666666
0.41,3,2,4,62.9,56.0,1019.186
0.89,2,2,7,62.4,56.0,3788.51
1.72,3,4,7,62.4,59.0,10019.285833333333
0.35,1,1,6,61.0,60.0,795.3275
1.14,4,6,6,63.9,58.0,4816.706666666666
0.91,3,2,6,60.5,61.0,4043.1814285714286
1.65,2,5,7,61.6,55.0,8433.61
1.01,3,3,4,62.6,56.0,7121.67
1.72,2,7,6,62.0,57.0,8327.29
1.0,1,7,6,61.9,62.0,3468.0180000000005
1.13,3,6,5,60.7,58.0,5139.891666666666
0.76,3,6,6,62.0,56.0,2446.075
0.3,1,4,4,62.2,59.0,658.4773333333334
0.39,1,2,4,59.6,60.0,1045.760813852814
0.9,3,7,4,62.4,58.0,3225.22
0.51,3,3,4,61.0,59.0,1840.6733333333334
1.02,2,5,5,62.0,55.0,5624.56
1.0,1,7,4,59.7,62.0,3960.83
0.23,2,2,5,61.7,55.0,476.49
0.7,3,4,3,60.0,60.0,3016.19
0.7,3,3,6,61.9,58.0,2234.03
0.5,1,1,4,62.8,58.0,1854.1793333333333
1.01,1,5,4,61.9,57.0,5353.309166666668
1.03,2,4,7,61.8,55.0,4431.637666666666
0.9,2,1,6,60.7,57.0,4591.225
0.4,1,2,6,60.1,59.0,768.6246666666666
0.72,2,1,5,60.8,56.0,3540.25
1.1,1,5,5,62.5,58.0,5604.775
1.09,1,5,7,62.5,58.0,4346.782166666667
0.31,3,2,3,61.5,55.0,797.21
1.01,1,5,7,59.4,59.0,4011.26
0.98,2,6,7,62.6,54.0,3172.066666666666
0.4,1,6,6,59.8,57.0,747.885
1.01,1,4,4,62.7,58.0,6443.590904761904
2.27,1,7,4,62.4,58.0,16502.5
1.51,3,5,4,63.2,60.0,10642.69
1.0,3,6,7,62.6,57.0,3894.0033333333336
0.91,4,3,7,63.9,56.0,3517.785
1.07,2,4,3,61.8,55.0,8665.04
1.05,2,5,5,61.4,55.0,5832.0475
0.51,1,2,5,60.3,59.0,1747.04
0.71,2,2,5,62.1,55.0,3231.87
0.41,2,4,4,60.8,57.0,909.2085000000001
0.53,2,4,3,61.9,54.0,1951.152
0.31,3,6,6,63.0,57.0,449.7658333333334
0.3,2,4,1,60.9,56.0,901.8733809523811
1.14,3,5,7,63.3,57.0,4630.08
0.31,1,5,3,62.3,60.0,763.9204999999998
0.33,1,3,5,60.1,58.0,789.1750000000002
1.34,2,4,5,61.9,56.0,9234.2
0.8,2,6,1,62.4,58.0,3416.0
0.5,3,5,4,63.0,56.0,1457.65
1.0,3,5,2,62.3,60.0,6302.8
0.33,1,6,3,62.1,56.0,619.62
1.12,4,3,5,63.8,57.0,7200.17
1.03,1,4,4,62.2,59.0,6860.75
0.41,2,2,2,61.3,57.0,1378.7033333333331
1.02,2,1,3,62.2,59.0,9035.734166666667
0.51,1,2,5,61.0,60.0,1730.494
0.33,1,1,6,60.4,60.0,653.8956666666667
1.35,3,6,6,59.5,58.0,6896.48
0.71,1,6,3,61.9,60.0,2319.48
1.25,3,3,6,61.4,56.0,6784.145
0.31,2,1,6,61.3,56.0,617.2136666666667
0.31,1,5,5,62.2,58.0,527.1900238095237
0.52,3,2,4,63.3,58.0,1748.16
0.79,2,2,5,61.8,56.0,3599.6983333333333
0.7,4,5,6,63.8,58.0,2102.3
0.43,3,7,5,60.9,59.0,757.3853333333333
0.36,2,4,7,61.4,54.0,497.65
0.31,2,4,4,61.5,56.0,700.2660000000001
1.01,1,2,5,60.9,58.0,6845.478333333333
0.7,1,3,7,58.4,61.0,2010.4688095238096
0.9,5,1,7,64.5,61.0,3182.01
0.7,3,2,5,62.7,58.0,2825.78
0.37,2,2,5,62.5,56.0,868.3308333333333
0.52,3,3,3,58.9,60.0,2317.84
0.57,2,3,3,62.1,56.0,2343.705166666666
1.05,5,5,8,61.8,57.0,2762.539
1.32,1,3,7,60.6,60.0,6344.44
1.57,1,4,6,59.2,59.0,10941.69
1.35,4,6,7,57.9,60.0,5407.25
0.31,2,1,7,61.3,56.0,493.02416666666664
1.23,2,6,7,62.1,56.0,5250.968333333334
1.0,4,3,6,63.4,61.0,4710.803999999999
0.39,3,3,5,58.8,59.0,827.07
0.32,1,3,7,59.7,59.0,447.4075
0.5,3,6,4,63.0,55.0,1122.38
2.01,2,6,6,62.4,54.0,14715.826666666668
0.24,3,1,6,63.1,55.0,410.57
0.77,1,1,5,61.3,60.0,3448.02
1.66,2,5,4,61.5,56.0,12838.696666666665
1.03,4,3,7,61.7,63.0,4396.126666666667
1.23,2,5,1,61.3,57.0,8481.22
1.51,1,6,6,61.8,60.0,8685.31
1.0,3,3,7,62.4,56.0,4170.22
0.55,1,5,5,59.9,61.0,1371.48
0.54,2,3,6,61.2,56.0,1476.803333333333
0.41,1,2,7,60.6,60.0,783.3598333333334
1.0,1,3,2,61.0,60.0,9407.685
0.4,2,2,5,62.4,56.0,951.5205000000001
0.31,2,4,5,61.4,57.0,564.079380952381
0.71,3,2,5,63.8,58.0,2881.04
0.3,3,5,5,63.5,58.0,565.31
0.57,2,2,3,61.9,54.3,2549.33
2.14,2,4,7,62.9,56.0,15826.78
0.39,1,4,5,60.9,59.0,926.462
0.7,3,4,4,63.0,60.0,2364.4120000000003
0.83,3,5,5,59.4,59.0,2941.9066666666668
1.51,4,6,2,64.0,60.0,9917.097500000002
1.01,1,3,5,61.3,61.0,6076.720666666666
1.09,2,7,6,61.4,55.0,4655.196666666667
0.92,2,1,7,60.3,56.0,3831.48
1.0,2,4,3,59.8,54.0,7759.12
0.41,2,3,2,60.9,56.0,1282.835
0.51,2,4,2,60.4,57.0,2000.678333333333
1.1,1,5,5,61.4,58.0,5584.36
0.72,2,5,6,62.2,58.0,2252.0875
0.3,1,1,6,61.0,61.0,627.185
1.52,1,5,4,60.6,58.0,11216.206666666667
0.9,3,2,5,59.1,62.0,4553.135
0.31,3,3,5,62.7,57.0,620.75
0.32,2,1,5,61.8,55.0,772.6666666666667
0.91,2,2,7,60.8,56.0,3933.9933333333333
0.3,3,7,4,63.4,55.0,427.16
1.25,2,2,3,60.9,60.0,12837.83
0.37,2,3,5,61.1,57.0,886.7525
0.62,3,5,5,61.7,63.0,1625.45
0.37,1,3,3,62.9,56.0,861.3483333333332
0.62,1,3,6,63.0,59.0,1597.65
0.5,5,4,6,67.1,59.0,1019.89
0.33,3,4,5,60.9,56.0,614.7866666666666
0.53,2,1,4,61.5,55.0,2215.205
0.75,2,2,5,61.9,57.0,3169.347333333333
0.32,1,2,4,62.0,58.0,857.3891666666667
1.07,2,2,6,61.4,57.0,5731.815000000001
0.72,3,1,7,59.8,60.0,2473.35
0.5,1,3,5,62.2,59.0,1529.84
1.66,4,4,5,63.2,56.0,13815.25
0.77,3,5,4,62.2,57.0,2942.6425
0.75,2,2,6,61.3,57.0,3040.9875
1.06,2,4,5,61.6,56.0,6873.0
0.46,2,4,1,60.9,57.0,1783.7875
0.3,1,7,4,62.6,60.0,451.6306666666668
0.36,2,2,5,61.9,56.0,893.0160000000001
0.47,3,7,4,63.0,60.0,916.385
0.9,1,3,7,61.1,54.0,3517.68
0.31,2,3,1,60.9,56.0,928.3183333333333
1.23,1,7,6,61.9,54.0,5245.356666666667
0.6,2,2,5,61.8,56.0,2326.275
1.14,3,3,5,58.3,60.0,7765.44
1.08,1,2,7,60.8,59.0,4761.42
0.25,2,4,3,62.1,56.0,538.59
0.91,3,1,6,63.5,56.0,4451.381666666666
0.3,3,3,6,57.9,61.0,496.8
1.05,3,4,5,61.7,55.0,6340.23
0.71,1,1,6,59.7,59.0,2813.628333333333
0.71,2,4,6,61.9,56.0,2491.679
1.14,2,4,5,61.5,57.0,7083.02
1.56,1,6,4,61.7,59.0,10240.39
0.31,1,1,6,61.7,59.0,640.0219999999999
1.24,4,4,4,60.2,63.0,8822.213333333333
0.72,1,3,7,61.1,59.0,2276.327333333333
0.32,1,5,4,61.3,60.0,697.1166666666666
0.9,1,4,7,61.3,55.0,3544.23
0.81,1,1,7,61.7,58.0,3023.79
0.71,2,4,6,61.4,55.0,2892.55
1.02,2,2,7,61.6,55.0,4726.65
0.52,3,5,3,61.7,63.0,1626.0233333333335
0.56,3,3,2,61.7,56.0,2799.41
0.51,2,5,1,62.3,54.0,1871.56
0.43,1,4,5,61.1,59.0,925.6171428571429
0.32,2,2,3,62.0,54.0,833.6580238095239
0.71,3,2,4,63.3,59.0,2960.8
0.91,3,1,6,62.1,59.0,4994.41
1.1,1,4,5,62.8,58.0,6816.141666666666
0.48,3,2,2,60.6,56.0,1934.5925
0.55,3,3,3,62.4,59.0,2220.8225
0.5,2,2,5,61.5,57.0,1651.4009999999998
0.3,2,4,3,63.0,57.0,775.4685396825397
0.26,3,4,3,62.2,56.0,456.78
0.38,2,2,3,61.9,57.0,1132.77
0.41,3,5,5,60.0,57.0,841.26
0.33,1,5,4,61.9,58.0,689.23
1.21,2,7,4,62.3,55.0,5349.495
0.7,2,4,6,61.7,55.0,2830.369
2.09,2,5,7,62.0,59.0,14919.332
0.31,2,3,2,62.4,55.0,902.2269999999999
0.28,2,3,4,62.0,53.0,555.81
0.54,1,3,5,58.2,60.0,1723.28
1.02,4,2,6,63.2,61.0,4863.3035
1.0,2,1,6,60.2,57.0,5140.19
1.23,2,4,3,61.0,57.0,10300.92
0.71,3,1,6,63.1,56.0,2659.27
1.06,5,7,7,61.0,66.0,3406.81
0.71,2,6,6,61.5,55.0,2417.18
0.9,5,5,7,64.4,59.0,2958.990714285714
0.39,2,3,2,62.1,55.0,1149.415
1.52,2,5,6,61.8,57.0,8340.43
1.5,1,1,7,59.9,60.0,9594.698333333334
1.54,1,2,5,62.7,58.0,14738.841999999999
1.2,3,5,7,60.7,60.0,4896.305
1.0,1,5,3,61.4,59.0,6245.95
0.72,1,3,3,61.6,59.0,3483.12
1.01,3,2,7,60.0,60.0,4909.416666666666
0.4,2,2,6,61.8,56.0,854.5770000000001
0.7,4,2,4,61.2,58.0,3135.501666666666
0.91,4,4,4,63.6,60.0,4490.504666666667
0.3,4,2,6,63.4,56.0,534.52
0.25,3,3,3,61.6,57.0,568.43
0.7,3,3,5,61.7,58.0,2476.72
0.71,2,5,6,62.1,57.0,2326.6266666666666
1.0,4,1,5,60.7,61.0,6260.36
0.27,2,3,3,60.0,62.0,686.8
0.51,2,4,3,61.6,55.0,1912.975476190476
0.87,2,1,7,61.4,54.0,3692.395
0.74,2,7,6,61.7,56.0,1961.16
0.76,2,3,6,60.1,57.0,2816.76
1.22,1,5,4,62.7,56.0,7337.825
0.35,4,1,6,63.3,56.0,702.3451666666666
0.27,2,5,5,60.5,57.0,467.02
0.3,3,2,5,62.4,56.0,658.64
1.53,2,6,5,61.7,57.0,10432.982142857143
0.5,1,3,8,60.5,60.0,958.4166666666667
2.38,1,4,7,62.4,58.0,15274.87
0.77,3,1,5,63.0,58.0,3444.47
0.53,1,1,5,60.2,58.0,1830.5323333333333
0.36,3,2,5,61.3,60.0,757.94
0.33,2,4,2,61.4,55.0,889.1139999999999
1.02,3,1,6,64.2,58.0,5557.39
0.5,3,1,5,61.2,56.0,1717.4
0.28,2,4,1,61.3,57.0,616.27
0.3,2,1,6,61.9,57.0,585.5155000000001
1.22,4,4,5,59.9,61.0,8314.79
0.7,2,1,4,62.9,57.0,3168.88
0.3,1,4,3,62.2,59.0,860.325476190476
0.38,1,5,5,60.9,60.0,795.362
0.7,1,2,7,62.0,60.0,2297.2366666666667
0.3,2,3,1,62.1,57.0,887.55
0.36,3,4,3,59.5,56.0,797.9
0.35,2,1,5,62.4,57.0,860.65
0.29,1,6,5,62.4,58.0,454.1775
0.31,1,2,4,61.9,58.0,788.6966666666667
1.01,1,5,6,60.3,59.0,4592.17
1.3,3,5,4,61.9,56.0,8548.843333333332
0.41,3,3,6,63.4,58.0,895.06
1.11,1,4,6,60.1,60.0,5288.75
0.38,2,2,4,61.9,55.2,1009.0701666666666
0.52,3,2,6,62.7,57.0,1379.7666666666667
0.31,3,4,4,62.9,57.0,628.99
0.34,2,1,6,61.5,53.0,736.5714999999999
0.52,2,4,4,62.7,57.0,1685.76
0.72,2,3,5,62.6,57.0,2784.5983333333334
1.42,5,4,5,59.6,66.0,10443.79
0.43,2,1,4,61.6,56.0,1266.2043333333331
0.7,3,3,6,62.7,57.0,2255.2
2.1,2,5,7,63.0,57.0,14924.0
0.31,3,6,2,57.7,62.0,586.7281666666668
1.0,5,2,5,67.0,54.0,5439.08
0.76,2,4,7,62.3,55.0,2281.56
1.02,3,2,2,60.2,60.0,10962.486666666668
0.81,3,1,6,63.1,57.0,3084.81
0.54,2,2,6,61.7,56.0,1588.358380952381
1.02,5,5,5,64.6,61.0,5048.42
0.43,1,4,5,61.3,58.0,926.76
1.7,3,2,5,58.6,60.0,17547.84
0.34,2,4,1,60.9,56.0,992.98
0.33,2,2,3,61.2,56.0,826.4953333333333
1.32,1,3,6,59.7,60.0,7592.91
0.4,3,2,5,62.9,59.0,836.21
0.38,3,1,3,59.1,59.9,1033.9946666666665
1.5,2,2,6,62.3,57.0,10975.226666666666
0.37,2,4,1,62.1,55.0,1039.1050000000002
0.91,1,2,3,61.1,61.0,6967.01
0.62,1,4,6,62.6,60.0,1579.48
0.9,4,2,5,63.1,58.0,4457.857499999999
1.2,1,5,6,62.9,56.0,5635.006666666667
0.3,1,5,1,60.4,60.0,977.6033333333335
1.27,1,4,6,61.4,59.0,6752.03
0.23,3,3,3,61.5,56.0,560.33
0.31,3,4,1,61.6,54.0,908.0925
1.13,2,6,4,61.8,57.0,6049.62
1.0,4,6,2,56.5,62.0,4539.5
0.4,1,2,6,61.3,61.0,861.9533333333334
0.71,2,4,6,61.4,57.0,2517.9845
2.01,3,4,7,63.3,58.0,11918.43
0.52,2,1,5,62.1,57.0,1795.6253333333332
0.54,3,7,6,61.3,55.0,1082.23
0.91,1,5,4,59.2,62.0,4148.69
1.0,4,3,5,62.1,61.0,6323.056666666667
1.5,3,6,1,62.9,58.0,10798.175
1.01,3,3,5,63.1,60.0,6297.2733333333335
0.42,3,6,4,62.1,57.0,802.33
1.56,2,6,6,62.5,54.0,8692.62
0.75,2,1,7,61.3,56.0,2676.75
0.33,2,5,4,61.7,54.0,606.5363333333333
1.11,2,2,7,61.2,55.0,5342.476666666667
1.53,2,6,4,62.8,55.0,9561.745
0.3,2,2,5,62.0,55.0,718.977
1.09,2,3,5,60.9,54.0,7615.98
1.5,1,1,7,60.5,59.0,9299.18
0.31,2,5,6,62.0,53.9,482.11966666666666
0.31,2,2,6,62.7,57.0,668.3715
1.51,3,6,7,63.2,58.0,7233.795166666667
0.56,2,2,5,61.9,55.0,1840.465
0.31,2,3,1,62.2,55.0,915.2353333333333
0.53,2,3,4,61.7,56.0,1920.075
0.7,2,6,6,61.8,57.0,2144.89
0.42,2,1,6,61.8,57.0,1019.93
1.0,3,4,6,62.3,62.0,4456.198333333334
0.33,2,2,4,60.0,57.0,810.6525
0.83,2,5,2,61.7,57.0,3751.29
0.46,5,4,5,65.3,56.0,1092.57
0.3,2,6,4,62.5,54.0,565.6319047619048
1.72,5,3,6,64.8,58.0,13703.243142857144
0.23,3,3,3,61.9,59.0,496.1
1.0,4,5,6,61.5,64.0,4165.815
1.25,1,6,7,60.5,58.0,5120.879702380952
0.91,1,5,5,61.8,60.0,4230.24
0.71,2,1,6,61.7,57.0,3065.21
0.39,2,2,6,62.0,56.0,787.7383333333332
2.0,3,4,7,64.0,58.0,10775.07
0.41,3,3,2,58.9,58.0,1218.4283333333333
1.31,1,5,7,60.0,57.0,6231.319999999999
1.29,2,3,7,60.7,58.0,6053.993333333333
1.04,2,5,6,59.7,60.0,4793.74
0.61,2,1,2,62.1,56.0,3684.9919047619046
0.43,1,1,6,61.0,58.0,988.66
2.03,1,5,7,58.1,59.0,15324.725833333332
0.42,1,3,4,61.9,55.0,1078.2705
0.34,2,1,6,61.2,57.0,715.835
0.77,2,7,5,61.4,55.0,2202.2
1.51,3,4,5,58.7,63.0,12334.83
1.04,1,4,6,60.9,59.0,4858.21
0.9,4,4,5,63.9,61.0,4166.4681666666675
0.53,2,1,2,62.1,57.0,2855.16
1.03,1,3,6,61.5,59.0,5218.88
0.98,1,6,8,62.5,60.0,2106.01
0.32,2,2,5,61.4,56.0,700.6698452380953
0.3,4,3,6,63.5,57.0,557.0716666666666
0.3,2,3,2,61.5,58.0,863.1633333333334
0.34,2,3,1,61.9,55.0,1090.6646666666666
0.35,2,4,3,61.2,55.0,847.5
0.44,1,3,7,62.8,60.0,811.055
1.51,3,3,5,62.8,56.0,13456.2
1.0,1,2,5,62.7,59.0,6369.015
0.26,2,5,6,62.2,54.0,385.9
1.5,1,5,7,62.1,59.0,7066.2425
0.38,2,5,5,62.8,55.0,765.66
0.39,1,4,6,62.4,58.0,832.363
1.01,1,6,6,61.8,58.0,4220.84
1.16,1,5,7,62.6,57.0,4629.634166666667
0.73,3,4,2,62.9,59.0,3538.79
1.05,3,3,5,62.0,56.0,7128.283333333334
1.21,1,3,2,63.0,59.0,12114.666761904762
1.06,1,5,5,62.0,58.0,5527.2125
0.51,2,2,7,62.7,53.0,1191.3275
0.9,2,4,7,62.5,55.0,3538.93
1.0,1,1,6,60.3,59.0,5567.385
1.0,2,6,6,62.5,56.0,4592.095
0.41,1,5,7,60.9,60.0,703.33
0.3,1,4,2,62.7,59.0,893.7610476190476
1.51,2,4,7,60.8,57.0,9159.046
1.5,5,4,6,65.5,58.0,10081.536190476192
1.06,2,3,7,60.7,57.0,4641.766666666666
0.94,5,3,6,56.8,67.0,4274.823333333333
1.22,2,6,7,61.8,57.0,5123.08
2.05,1,2,7,59.7,59.0,17244.31
2.15,1,5,7,62.2,56.0,13761.146666666667
2.01,2,7,7,60.8,57.0,11715.33
1.29,1,5,6,62.9,59.0,6741.74
0.54,3,6,1,58.8,61.0,1853.7720000000002
1.15,3,7,5,62.9,57.0,4544.83
0.33,2,5,3,62.2,56.0,829.0093333333333
0.3,3,6,6,63.3,59.0,493.01
1.51,4,4,8,64.0,59.0,4447.163333333333
0.73,2,1,7,62.4,56.0,2652.72
0.36,2,4,4,61.5,58.0,785.65
0.31,2,3,2,62.1,54.0,839.36
0.97,1,3,6,62.7,59.0,4514.8275
0.22,1,1,5,59.3,62.0,381.21
1.52,2,2,4,62.4,54.0,16954.82
0.74,1,1,4,62.7,56.0,3534.295
0.3,2,1,6,61.4,55.0,580.04
1.0,3,3,2,61.1,57.0,9810.596666666668
0.39,1,2,5,61.3,61.0,959.8496666666667
0.59,1,1,6,62.8,57.0,1847.55
0.55,2,4,1,61.1,57.0,2555.775
1.04,1,5,2,60.4,58.0,6120.53
0.43,1,1,2,59.6,58.0,1778.3626666666667
0.55,2,4,6,61.7,58.0,1474.05
0.91,2,6,4,62.4,57.0,3838.36
1.01,3,1,7,59.1,63.0,4576.51
0.31,2,2,7,59.5,61.0,466.2316666666666
0.93,4,3,7,59.4,61.0,3686.48
0.32,1,5,5,59.5,58.0,582.8046666666665
0.25,2,3,5,61.6,55.0,476.475
0.74,1,5,5,62.1,56.0,2659.447976190476
0.62,1,2,3,62.0,56.0,2839.66
0.41,4,2,2,64.1,55.0,1037.62
0.42,3,2,7,62.9,56.0,788.96
1.0,3,4,5,63.2,58.0,5930.68
0.3,3,5,6,62.9,57.0,432.54
1.05,4,1,7,60.0,63.0,4390.608333333334
0.43,2,3,2,62.0,57.0,1377.9016666666666
2.05,5,6,4,67.7,58.0,15315.71
0.41,2,4,6,62.1,55.0,841.8263333333334
1.5,3,3,1,63.2,58.0,17807.49
0.37,1,3,6,60.3,58.0,774.23
2.03,4,6,6,62.7,61.0,15409.46
0.55,2,5,6,61.4,56.0,1391.0033333333333
0.56,3,2,6,58.5,59.0,1435.03
1.07,2,4,7,60.8,57.0,4370.23
0.31,1,3,5,61.2,58.0,748.3691666666666
0.7,1,2,2,61.7,59.0,3444.77
1.22,1,6,4,62.6,57.4,6102.64
1.03,2,5,5,62.3,56.0,5755.265
0.72,2,1,7,62.3,57.0,2517.49
0.4,1,4,3,59.7,58.0,1041.6526666666666
0.83,4,6,5,64.6,54.0,2595.89
1.67,1,5,7,61.6,57.0,8211.57
1.12,1,1,5,63.0,57.0,7536.036999999999
0.42,2,7,3,61.7,54.0,703.69
0.55,2,1,5,61.8,54.0,2032.63
1.5,3,6,5,60.1,60.0,9510.05
1.37,1,7,3,59.4,61.0,7010.033333333333
0.71,1,1,6,62.7,60.0,2764.52
0.23,1,6,2,60.5,61.0,484.8633333333333
0.82,3,1,6,61.3,56.0,3898.34
0.9,1,5,4,63.0,59.0,4266.25
1.45,1,5,5,58.4,59.0,8643.744833333334
0.33,2,5,5,61.2,55.0,534.59
1.16,1,6,6,60.0,58.0,4965.74
0.55,2,2,6,60.9,56.0,1510.325
1.01,2,2,5,61.9,57.0,7044.935
2.23,1,7,7,61.3,60.0,13332.04
0.3,2,1,5,60.9,57.0,842.4616666666667
0.73,2,6,6,62.0,56.0,2274.5
0.32,3,4,6,63.5,56.0,587.0308333333334
0.52,3,4,5,61.9,59.0,1460.815
1.75,1,1,7,60.6,60.0,13007.29
0.59,2,3,5,61.0,56.0,1840.398
0.62,2,4,1,61.8,56.0,3072.21
0.32,2,2,3,61.6,57.0,1016.72
0.46,2,1,5,62.7,57.0,1299.15
0.25,3,1,3,62.0,61.0,550.19
0.31,2,4,2,61.6,54.0,849.02
0.3,3,4,4,62.9,60.0,603.3566666666667
1.21,2,3,6,62.3,55.7,6901.479
0.33,2,1,5,61.9,53.0,761.7673333333332
1.5,3,3,6,63.0,56.0,10666.7
0.71,4,4,7,63.6,58.0,2023.2406666666668
0.4,4,2,6,63.7,57.0,724.8290476190476
0.53,1,2,5,61.6,57.0,1780.6183333333333
1.01,4,2,5,63.9,59.0,6642.671666666666
1.63,3,4,5,62.5,57.0,14116.09
1.03,2,2,7,62.5,56.0,4531.658333333333
0.5,2,4,7,60.7,56.0,1062.68
0.79,2,4,3,62.1,56.0,3991.83
2.16,3,7,6,61.4,58.0,13812.66
1.0,1,4,6,62.2,58.0,4703.5616666666665
0.69,5,4,4,57.8,66.0,2263.44
1.08,3,5,5,62.9,59.0,5388.88
0.42,1,2,4,59.5,59.0,1110.5283333333332
0.31,1,4,7,60.3,59.0,473.7226190476191
0.33,2,4,4,62.1,56.0,761.9426666666668
1.18,2,4,4,61.3,56.0,7450.054
1.32,3,6,7,60.9,59.0,5608.11
1.51,1,7,5,62.3,59.0,7573.09
0.7,3,6,5,62.3,58.0,1877.8387619047617
2.13,2,6,7,62.6,56.0,14542.753333333334
1.59,1,5,3,63.0,58.0,12156.856000000002
1.02,2,7,7,60.3,54.0,3468.36
